no_exp,plot,site_plot,name,N,thin,P,Trial,Region,real_treat,County,lat_wgs84,lon_wgs84,ståndortsindex,age_first,age_last,last_revision,P_kg_ha,N_g_m2,C_m2,N_m2,C.N,org_m2,bd.Cmg_m3,SOL_depth_mm,totN_percent,totC_percent,P_mg_kg,NH4.N_mg_g_soil,NO3.N_mg_g_soil,pine_stand_stem.first,pine_stand_liv.branch.first,pine_stand_dead.branch.first,pine_stand_stump.first,pine_stand_root5cm.first,pine_stand_rootless5cm.first,spruce_stand_stem.first,spruce_stand_liv.branch.first,spruce_stand_dead.branch.first,spruce_stand_stump.first,spruce_stand_root5cm.first,spruce_stand_rootless5cm.first,pine_stand_stem.last,pine_stand_liv.branch.last,pine_stand_dead.branch.last,pine_stand_stump.last,pine_stand_root5cm.last,pine_stand_rootless5cm.last,spruce_stand_stem.last,spruce_stand_liv.branch.last,spruce_stand_dead.branch.last,spruce_stand_stump.last,spruce_stand_root5cm.last,spruce_stand_rootless5cm.last,rev.no.last,pine_thin_stem,pine_thin_liv.branch,pine_thin_dead.branch,pine_thin_stump,pine_thin_root5cm,pine_thin_rootless5cm,spruce_thin_stem,spruce_thin_liv.branch,spruce_thin_dead.branch,spruce_thin_stump,spruce_thin_root5cm,spruce_thin_rootless5cm,pine_thin_stem.rev1,pine_thin_liv.branch.rev1,pine_thin_dead.branch.rev1,pine_thin_stump.rev1,pine_thin_root5cm.rev1,pine_thin_rootless5cm.rev1,spruce_thin_stem.rev1,spruce_thin_liv.branch.rev1,spruce_thin_dead.branch.rev1,spruce_thin_stump.rev1,spruce_thin_root5cm.rev1,spruce_thin_rootless5cm.rev1,tot.stand.pre.start,tot.stand.post.start,tot.stand.end,tot.prod.bio,tot.prod.end.no.thin.res
935,1,935_1,Sorgmon,no_N,thin,no_P,A,B,thinning,Hälsingland,61.9178373555,15.6965715362,24,37,73,2007,0,0,1549.17368943943,33.8121378893799,45.8170877720812,2872.67253581122,24115406.1245241,64.24,0.65146,29.848,0.07,0.008950567857855,0,42307.5407483897,11016.8713063324,1889.29171540913,4243.30291161915,5776.9466849679,4511.54164956491,0,0,0,0,0,0,80725.1374755518,12759.4542084955,2110.89641969155,7635.18189649189,12468.539137857,5204.36601090778,0,0,0,0,0,0,Revision_7,78146.54306463,13705.5644403675,2562.63849700199,7094.22613808034,11017.9245293126,5983.79576322735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69745.4950162832,69745.4950162832,150203.887590524,239414.267581615,103230.670000231
935,2,935_2,Sorgmon,Nxtra,thin,no_P,D,B,thinning+N,Hälsingland,61.9178373555,15.6965715362,27,37,73,2007,0,70,1761.5929725832,41.4958837560185,42.4522341285888,3147.45393676688,25936292.2936278,67.92,0.79136,33.595,0.08,0.032180707821474,9.71105604392215E-05,50973.7692122446,13447.9099410071,2205.0941000836,5219.25679237676,7393.3431041071,5311.78448979349,0,0,0,0,0,0,89205.2737007209,12205.3058640512,1858.74318020023,8550.25390892357,13874.2772845246,4876.10620535824,0,0,0,0,0,0,Revision_7,113071.896432776,18764.8549377222,3334.82757669407,10486.0507524119,16508.9929307576,7990.38226262527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84551.1576396127,84551.1576396127,170431.492294932,300726.965036766,111819.576653896
935,3,935_3,Sorgmon,no_N,no_thin,no_P,F,B,not_thinned,Hälsingland,61.9178373555,15.6965715362,26,37,73,2007,0,0,1504.89900797125,34.2457361036034,43.9441279176622,2777.99084991189,21077016.9183648,71.4,0.5441,23.91,0.06,0.009622400432814,5.82225063025679E-05,51673.7187585681,13317.2320545941,2171.04409836563,5289.93602163871,7670.11917848848,5222.88521144084,0,0,0,0,0,0,174400.88558506,20820.0523850583,4231.41914231833,14014.5013352293,22799.9450377954,10046.7363896699,0,0,0,0,0,0,Revision_7,25461.4959434366,3299.29872044801,787.86743503054,1956.50108446082,2994.61849860438,1718.32034019413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85344.9353230958,85344.9353230958,263029.71618806,282531.641897305,213466.858447666
935,5,935_5,Sorgmon,Nxtra,thin,Pxtra,E,B,thinning+NP,Hälsingland,61.9178373555,15.6965715362,26,37,73,2007,200,70,3478.2139589723,84.2109771188147,41.303569652978,6483.33962428832,50089486.7363522,69.44,1.0057,41.539,0.0775,0.006197056546697,0,37565.6158078599,11718.386270753,1730.585450706,4103.75053177529,5611.28716311561,4344.07356827158,0,0,0,0,0,0,90116.6150247692,14040.3215462004,1947.86313649933,9357.67092235137,15131.5256715947,5183.90202758509,0,0,0,0,0,0,Revision_7,104342.299275255,18238.9965031829,3218.68670351507,9782.07360572236,15459.6455558281,7664.59740909934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65073.6987924814,65073.6987924814,173868.116927235,294484.197381603,115462.47062982
936,1,936_1,Delsbo,no_N,thin,no_P,A,B,thinning,Hälsingland,61.8612212071,16.3307651063,25,36,69,2007,0,0,1215.63593099519,25.9990202804847,46.7569899896445,2354.99777942351,20479041.9642047,59.36,0.5794,27.091,0.076666666666667,0.010644377532478,2.41020690780972E-05,40258.4672966194,8460.14333937397,1716.60181503821,3651.81220272678,4971.67532888147,3882.66008629222,0,0,0,0,0,0,56414.1464405805,8404.375101728,1483.67425738359,5102.30604252508,8314.12402923532,3595.78502354172,0,0,0,0,0,0,Revision_6,82796.4345323277,13606.2652972774,2723.54068254261,7295.16892642397,11077.1180124092,6245.32821178452,0,0,0,0,0,0,7939.23503385694,1764.23094794236,364.875012596016,724.531233075405,901.887683020036,829.474962746922,0,0,0,0,0,0,76295.0699049166,65397.2539477744,111527.811069154,207058.26655776,71404.5018422172
936,2,936_2,Delsbo,Nxtra,thin,no_P,D,B,thinning+N,Hälsingland,61.8612212071,16.3307651063,28,36,69,2007,0,70,1879.87608927795,42.6471059531471,44.0798044149401,3480.98071393376,27991007.880851,67.16,0.56037,24.701,0.063333333333333,0.008528704090276,5.58294840850033E-05,37857.1282752688,7390.4737037327,1519.82809108126,3368.2607885478,4788.22682256536,3413.09467239571,0,0,0,0,0,0,83397.1622731911,10202.5148160068,1735.54103173443,7340.8237294488,11972.6646968963,4438.22275460477,0,0,0,0,0,0,Revision_6,93013.0587725583,15562.7110345006,3025.89640230997,8345.27838042219,12729.245833638,7007.31286545278,119.402896395205,55.5755694906904,5.50586279133498,8.7602026807983,14.0715884896028,16.5448708898853,20129.9747685993,3882.91435017556,886.231664612391,1726.72453315215,2196.65665621361,1945.05001113667,119.402896395205,55.5755694906904,5.50586279133498,8.7602026807983,14.0715884896028,16.5448708898853,91252.9304684657,64244.8202161543,151646.36579806,258990.293581502,102676.041850381
936,3,936_3,Delsbo,no_N,no_thin,no_P,F,B,not_thinned,Hälsingland,61.8612212071,16.3307651063,25,36,69,2007,0,0,1011.16931918215,20.4812025562947,49.3706029420315,1870.82191086468,19121961.4066216,52.88,0.68796,33.965,0.063333333333333,0.012908200329939,1.52966135732694E-05,50062.5879674496,12459.5456246039,2270.4322233915,4870.53538729168,6415.35726676825,5339.9817894398,0,0,0,0,0,0,145627.923249867,20582.7332627635,4643.81099651043,11669.4044095713,18031.1208620807,10286.9717539307,0,0,0,0,0,0,Revision_6,7295.95940177318,881.762525335042,287.035778117654,497.660714015828,616.644708218219,564.87824158001,0,0,0,0,0,0,136.175869375621,17.7072686024615,6.85145745199184,9.77240627740384,6.86702647124085,13.4828844946101,0,0,0,0,0,0,81622.7800561127,81448.562576188,222808.119952468,220985.905903763,182523.871918712
936,4,936_4,Delsbo,Nxtra,thin,Pxtra,E,B,thinning+NP,Hälsingland,61.8612212071,16.3307651063,25,36,69,2007,200,70,2800.20913905053,67.7355210928084,41.3403350837709,5127.59347725258,39461797.3372397,70.96,1.1997,49.596,0.0725,0.007270619154269,0,35705.163915055,8915.86909198062,1553.24211725364,3536.64241154778,4916.39055630239,3678.73787623707,0,0,0,0,0,0,82586.4534293789,12305.9635576624,1976.97319194383,7837.97974300149,12810.9851899916,4983.58687154676,0,0,0,0,0,0,Revision_6,67261.3668652995,12732.0636399108,2397.21583476012,6201.57168354819,9283.91697115506,5573.36518060342,0,0,0,0,0,0,10397.5696002994,2439.91498453578,490.306738239258,968.883885468492,1173.82585306511,1129.80557391237,0,0,0,0,0,0,76036.1581778093,61578.5612808225,148544.382690378,225951.442158802,104707.369921987
936,7,936_7,Delsbo,Nxtra,no_thin,no_P,K,B,not_thinned+N,Hälsingland,61.8612212071,16.3307651063,28,36,69,2007,0,70,1483.76093654861,33.323261336459,44.5262821536987,2775.24933422303,20460023.9457889,72.52,0.6259,27.869,0.07,0.015187512035307,9.79488415032312E-05,49811.7171455491,12014.0978846884,2213.14818978049,4800.64088999974,6447.54446017663,5171.75296935055,0,0,0,0,0,0,216619.38524685,21993.6288482426,5547.84862488182,15230.1378356853,24219.7075883083,12356.3812472723,0,0,0,0,0,0,Revision_6,9533.04086607372,968.316227854807,312.654711546592,615.293765097404,865.544201404809,627.189130131693,0,0,0,0,0,0,124.801864458128,17.7794897829391,5.72904341063887,9.1238711652942,9.55097255694374,11.4590978668939,0,0,0,0,0,0,80648.8049766526,80489.035481134,310431.497735146,308889.128293349,259391.00055566
938,1,938_1,Åsele,Nxtra,thin,no_P,D,A,thinning+N,Lappland,64.0731283006,17.4029939316,21,58,99,2016,0,70,2558.2188737974,54.9383616298812,46.5652560051222,4940.44574763885,41993087.2258273,60.92,0.96834,45.091,0.06,0.015357524200427,4.94606254442076E-05,21367.7027230044,5657.326492242,997.531741923724,2126.32731523217,2727.02202317969,2382.90372176835,0,0,0,0,0,0,66249.6586970706,11268.0133421133,1688.39390596827,6696.41970978356,10946.317839282,4283.87085095312,0,0,0,0,0,0,Revision_6,60545.774740822,12181.7796152799,2209.33827276482,5722.2549738255,8510.45033353455,5203.24605408321,0,0,0,0,0,0,7439.55807154527,1791.01412610065,381.622328311172,692.688729562075,673.144182760411,893.638262357853,0,0,0,0,0,0,48024.1179803456,37518.2851920306,124852.496557567,195505.518335481,85902.4856549357
938,4,938_4,Åsele,Nxtra,thin,Pxtra,E,A,thinning+NP,Lappland,64.0731283006,17.4029939316,21,58,99,2016,200,70,2672.70502219785,62.2799451196364,42.9143766434561,5312.18493479475,51676431.2103219,51.72,0.88609,38.026,0.075,0.014983987006472,4.40189440993789E-05,22638.7746302196,6142.47923354921,1019.25508752514,2314.52886088317,3151.06182816431,2460.84089976268,0,0,0,0,0,0,58332.4178351912,9802.9838576725,1467.33377455403,5886.98697308969,9621.49547520667,3731.72555527552,0,0,0,0,0,0,Revision_6,60763.0199661479,12682.9933043983,2152.8830181216,6002.79537281864,9069.30946265498,5170.49005923628,0,0,0,0,0,0,9048.94729198408,2208.11609005955,455.553407645606,848.520018372361,888.240447795767,1065.69610162113,0,0,0,0,0,0,53307.7099992038,40529.3971078934,112817.263920975,184684.434654367,75489.7224405074
938,6,938_6,Åsele,no_N,thin,no_P,A,A,thinning,Lappland,64.0731283006,17.4029939316,19,58,99,2016,0,0,1867.75711935207,34.0913618826702,54.7868144951261,3620.49431094212,56598700.5864264,33,0.67195,36.814,0.075,0.013556172933845,2.60406946908813E-05,21582.9684507324,5720.82718705263,990.754315527698,2162.25562036716,2848.07340542626,2370.66456123112,0,0,0,0,0,0,60305.006352614,10395.882437233,1723.91028002421,5789.13258478421,9407.52546948227,4193.45069273745,0,0,0,0,0,0,Revision_6,34412.1868235287,7498.20228875814,1365.92215823269,3338.62635805383,4708.07586535962,3210.90926013779,161.129602810295,152.789827485958,4.73306981951404,25.9645446755784,39.9512291338512,29.8902352335802,7051.56721040106,1692.92883107945,357.421160985747,655.859181370491,665.928924889987,833.43006995224,161.129602810295,152.789827485958,4.73306981951404,25.9645446755784,39.9512291338512,29.8902352335802,48150.6772628937,37926.567725593,107361.776002207,146763.289080105,78213.9316546554
938,7,938_7,Åsele,no_N,no_thin,no_P,F,A,not_thinned,Lappland,64.0731283006,17.4029939316,19,58,99,2016,0,0,2119.1335099708,37.2897250235194,56.828885400314,4090.2452116054,50794187.67907,41.72,0.68796,39.096,0.076666666666667,0.016443080506886,3.46075083874803E-05,31044.8275857077,7556.26992441022,1472.52301119001,2942.45203227549,3569.97473727525,3428.98700771976,0,0,0,0,0,0,130166.397205622,16189.2271583929,4060.13422827659,9706.65142825232,14832.5352394243,8769.79016741205,0,0,0,0,0,0,Revision_6,2532.08823137818,256.48730843725,100.969101591499,159.134699175874,181.486353674879,187.448141159642,487.803641679507,378.429184879895,18.3769438131838,10.296110097801,82.653180779625,90.4119694419597,169.30965542684,23.7512538536223,8.13649226069548,12.3165082015263,11.2669938864241,16.1769964632571,487.803641679507,378.429184879895,18.3769438131838,10.296110097801,82.653180779625,90.4119694419597,51249.728256384,50238.156057449,193205.956049122,188210.320293489,160122.410020544
940,1,940_1,Örkened,Nxtra,thin,no_P,F,D,thinning+N,Skåne,56.3920367847,14.2637223028,26,47,92,2013,0,120,5185.75863863299,176.742541046465,29.3407495893684,10010.0843542616,58240775.3664981,89.04,1.3394,39.299,0.085,0.023017861814429,6.50266030361259E-05,39225.8999489029,8978.59579564296,1483.32847915533,3934.11984742747,6023.42344853216,3539.77846773549,0,0,0,0,0,0,103345.897313214,12668.435154208,1839.92383932378,9896.1034636511,15798.3458716364,5055.06323686625,0,0,0,0,0,0,Revision_7,63113.8301271202,11963.5711440978,2051.15544697309,6088.73155083362,9513.22757349096,4904.2766193872,2805.32538479039,1422.48158001383,102.913815940013,24.3439204312582,466.890764922278,358.030837224682,12003.192285211,2584.54449907379,520.505919457456,1096.94644336494,1473.26390915036,1181.7455534966,2805.32538479039,1422.48158001383,102.913815940013,24.3439204312582,466.890764922278,358.030837224682,88049.0456167448,67786.3674159864,175014.333382056,251418.547644125,127750.359770397
940,10,940_10,Örkened,no_N,thin,no_P,A,D,thinning,Skåne,56.3920367847,14.2637223028,24,47,92,2013,0,0,5628.14870639597,155.982204767136,36.0819922682729,10679.9781767431,48268856.8301541,116.6,1.1123,40.134,0.073333333333333,0.010404264159117,2.30224699489405E-05,38441.0257116185,10068.3242546715,1496.35996506956,4124.15886922079,6338.34266387137,3680.39617878212,0,0,0,0,0,0,84593.5123695205,13492.8302690572,1785.2698192161,9072.22566167879,14584.4812043073,4826.76230565869,0,0,0,0,0,0,Revision_7,59286.5372917378,13116.9234055956,2045.98772458152,6099.23689833282,9527.49383975095,4993.84163711538,1097.12791807597,603.502778859014,40.4118924019839,20.6290737235241,184.026055726169,150.529937115782,13576.2146505516,3230.49480667947,582.327908311291,1316.57778054568,1837.40567986103,1363.50099432508,1097.12791807597,603.502778859014,40.4118924019839,20.6290737235241,184.026055726169,150.529937115782,89364.3281766197,69021.2771645311,154157.601376862,225521.330082455,108943.838119473
940,2,940_2,Örkened,Nxtra,no_thin,no_P,K,D,not_thinned+N,Skåne,56.3920367847,14.2637223028,27,47,92,2013,0,120,5085.01251379096,173.579711915506,29.2949703492203,9904.79523969691,54583646.5628055,93.16,1.3659,40.014,0.073333333333333,0.027679857338968,0.000110033810234,62708.8116639244,13080.4553951228,2386.10260846811,5929.21762925531,8905.03876538035,5538.60281751541,0,0,0,0,0,0,189128.076056785,20500.0647974562,3784.66216861917,15480.0696453275,25279.5569890275,9580.24147479854,0,0,0,0,0,0,Revision_7,47051.4100470589,6063.9535492088,1372.17232362974,3637.82595624437,5624.69966377717,3064.82419815936,5478.26055775185,2624.82026450008,167.727816763696,71.5657253768262,1106.98839392509,581.405826859227,958.764677762026,127.155844562487,40.3759933528971,68.2640211630539,81.4583833103309,80.295649166702,5478.26055775185,2624.82026450008,167.727816763696,71.5657253768262,1106.98839392509,581.405826859227,109434.201856468,100538.206879468,287420.222371155,340598.325455269,228892.872668188
940,5,940_5,Örkened,Nxtra,thin,Pxtra,G,D,thinning+NP,Skåne,56.3920367847,14.2637223028,25,47,92,2013,300,120,5474.83234963707,183.259895152186,29.8746888679083,10087.0997439624,51224105.0677121,106.88,1.1651,34.807,0.063333333333333,0.027640215628548,3.61468834529058E-05,40935.6994770997,8638.90249622682,1502.64276952464,3962.42714885919,6089.78020646465,3536.06691686909,0,0,0,0,0,0,82260.0995774951,11767.4193449842,1649.95835727165,8338.85596905487,13410.7204285014,4447.52929784628,0,0,0,0,0,0,Revision_7,63769.3637031496,11395.7598428826,1948.60512231223,6100.16828646551,9665.50578647178,4675.86833598225,1359.69839792323,1124.94811469172,52.7000083857398,8.27474492348441,221.577572406163,272.534242390055,9059.71597452683,1770.56431291754,369.514072277507,801.851177659099,1123.36524498264,826.809774307185,1359.69839792323,1124.94811469172,52.7000083857398,8.062144812943,221.33305160736,270.259783358382,82210.8910634431,67917.2001917717,147266.041241639,222469.587133138,104016.333248806
940,9,940_9,Örkened,no_N,no_thin,no_P,H,D,not_thinned,Skåne,56.3920367847,14.2637223028,25,47,92,2013,0,0,5336.49341175905,139.475425545519,38.2611731843575,10204.9551611054,62429731.0687769,85.48,1.0024,38.353,0.065,0.016036779556086,0,51784.0633035442,12055.8163261304,1994.35927095851,5201.29793185286,7899.39136646708,4758.07482191844,0,0,0,0,0,0,154540.223214971,19585.4377550272,3422.50984764983,13540.0700381063,22129.4395929753,8582.96877713369,0,0,0,0,0,0,Revision_7,15388.2154334845,2220.15583313143,540.440263660874,1196.96123562451,1737.08034410787,1165.70938598625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83693.0030208715,83693.0030208715,234483.368968716,244049.211721859,191088.240855754
945,1,945_1,Ramsele,Nxtra,thin,Pxtra,E,B,thinning+NP,Ångermanland,63.4729658788,16.21539874,30,22,64,2015,200,60,2282.42751302035,65.4419976575184,34.8771063647097,4439.26331756197,52015212.2383854,43.88,0.9317,32.495,0.113333333333333,0.059933538767396,0.00158876888668,27564.5996092365,13341.6456665457,1476.06521030204,3539.4118650356,3916.50672294585,4338.95356952719,0,0,0,0,0,0,180777.653465391,19399.9838607352,3742.02672986422,14453.8141016521,23628.7136344665,9303.57260309285,912.222068939805,657.189423514184,59.9502366553247,108.789661750708,50.2278551202673,217.972165052011,Revision_8,84014.4603646184,13210.9413773902,3122.3039646159,6836.70193428863,9666.94612498556,6781.25412972343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54177.182643593,54177.182643593,285682.618433273,376944.723701856,218373.478157642
945,4,945_4,Ramsele,Nxtra,thin,no_P,D,B,thinning+N,Ångermanland,63.4729658788,16.21539874,30,22,64,2015,0,60,2013.96468377888,54.5966551440054,36.8880598722908,3861.94471199064,54906343.6144733,36.68,0.87386,32.235,0.105,0.034611631505484,0,30705.732478283,14563.360099216,1651.51503177217,3899.10958866474,4200.15832822414,4838.71110040161,0,0,0,0,0,0,199707.751887848,20281.0619647103,4094.65854327064,15391.5328563411,25161.8487114204,10094.3355265263,543.321021369517,515.355034568671,34.2487412571327,76.8405432086802,31.536413867736,156.259026169869,Revision_8,97477.6934117185,15505.3355135107,3622.14646044347,8009.38088128404,11271.1966149976,7911.01983296414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59858.5866265617,59858.5866265617,313218.424100161,419885.522985477,239475.00525217
945,6,945_6,Ramsele,no_N,thin,no_P,A,B,thinning,Ångermanland,63.4729658788,16.21539874,29,22,64,2015,0,0,1447.97229626015,33.663270955241,43.0134165567389,2753.40783821762,42141219.3323676,34.36,0.62162,26.738,0.09,0.021464839864693,0,30547.0940135401,14274.9357236174,1637.60384480119,3855.52385687187,4191.36145783466,4765.27802008436,0,0,0,0,0,0,175679.952094971,18615.5760867717,4088.19049793092,13214.3801861561,21464.9710398927,9605.46132043947,145.879250710521,199.506002559322,10.0031675734055,26.5750138176755,6.11301997007674,56.8614757918246,Revision_8,74394.8962381717,10355.6816177927,2797.33712698587,5614.70481164842,7560.2408904302,5876.3264685335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59271.7969167496,59271.7969167496,271713.341171845,349712.656310148,211598.09886583
945,7,945_7,Ramsele,Nxtra,no_thin,no_P,K,B,not_thinned+N,Ångermanland,63.4729658788,16.21539874,31,22,64,2015,0,60,1490.67638666559,54.6797860242003,27.2619279454722,2865.58581921554,59342212.8449678,25.12,1.027,27.998,0.106666666666667,0.15047183106576,0.002735851473923,29866.2543678627,15717.6373482116,1580.50480731262,4014.48777492686,4769.84670653067,4738.87118165343,0,0,0,0,0,0,241055.761184783,19931.2905842705,4988.3949671972,15936.4039263182,25864.0110433213,11665.498827944,236.235324882988,213.729744671208,11.3644699685261,31.6864734542805,25.8271582938843,57.1282471407421,Revision_8,85546.5116161059,6824.67249465832,2454.74368446305,4942.09752488233,7071.26204572999,4902.14541969488,43.6910296524183,38.7060706858641,1.96166712902067,3.52908320469198,5.48380540750272,10.0026357064024,0,0,0,0,0,0,43.6910296524183,38.7060706858641,1.96166712902067,3.52908320469198,5.48380540750272,10.0026357064024,60780.9738425774,60706.6177108165,348560.223047675,431862.139029566,281911.850662569
945,8,945_8,Ramsele,no_N,no_thin,no_P,F,B,not_thinned,Ångermanland,63.4729658788,16.21539874,30,22,64,2015,0,0,1733.13626148963,42.9450919531836,40.3570276058321,3300.01613039923,58237105.5608075,29.76,0.68174,27.513,0.08,0.024578468820238,0,31071.93041195,15356.3662752288,1642.02117067241,4051.54328039724,4743.71846845381,4823.50462198943,0,0,0,0,0,0,229210.596909511,19417.6857308285,5299.38193383463,14800.1226056847,23629.9268981346,11825.8041752762,55.81021520071,73.8823538726232,3.66875399849203,9.8642212873022,2.6711994548091,20.8709033610996,Revision_9,55967.8717881013,4541.85236342046,1733.07018779155,3242.67280472726,4414.86199551081,3356.22842517854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61689.0842286917,61689.0842286917,327168.982397777,377606.843465175,268727.787179859
946,1,946_1,Tannsele,Nxtra,thin,Pxtra,E,A,thinning+NP,Lappland,64.508701731,18.7703413208,28,34,73,2015,200,70,2353.01155377778,63.8880118280101,36.8302516614886,4494.55963543609,50407274.0740741,46.68,0.99459,36.631,0.096666666666667,0.036536054804088,0,38664.61007432,10708.6730401449,1695.56460038284,4043.87547720061,5707.70028856155,4133.52808984206,0,0,0,0,0,0,130022.360673973,15114.8072753838,2615.14625043492,11197.5516772946,18252.2661201654,6712.03418027535,582.166517617994,449.14470971611,34.0473511795753,71.5610895278614,42.0664740168205,138.181539639018,Revision_7,72331.1366071095,12678.2898665717,2504.813854046,6389.86524031149,9503.09581589079,5775.66972439261,192.719519664208,184.270923730394,10.016628644992,1.54275992291148,17.781298689893,50.6679165049169,12456.9823286186,3163.72475109126,589.293884115799,1207.40522022265,1492.99840982002,1389.51537548003,192.719519664208,184.270923730394,10.016628644992,1.54275992291148,17.781298689893,50.6679165049169,87049.7180459327,69113.8625510923,213543.809255573,294871.204014704,158949.865877086
946,2,946_2,Tannsele,no_N,no_thin,no_P,F,A,not_thinned,Lappland,64.508701731,18.7703413208,27,34,73,2015,0,0,2008.84175239943,46.1578825314438,43.5210985042687,3830.82440771658,51141592.4745272,39.28,0.89722,39.048,0.096666666666667,0.023253545133438,0,48399.011749167,11950.7255372235,2183.84079212684,4697.39358859379,6218.40731522895,5127.60290146853,0,0,0,0,0,0,191677.81787472,18161.5334993945,4796.6015123941,12977.3200902455,20592.7738783851,10609.9510411068,102.723576550176,184.656825179044,7.26030613006084,22.5813021946897,3.58264802786004,49.2183976779294,Revision_7,22535.7742658574,1923.67873580004,680.291919492875,1380.04317862313,1930.99487403566,1341.51902295253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78576.9818838087,78576.9818838087,274399.310671046,288978.322948768,227613.272976755
946,4,946_4,Tannsele,no_N,thin,no_P,A,A,thinning,Lappland,64.508701731,18.7703413208,27,34,73,2015,0,0,1931.73336864653,39.9550535994387,48.3476605490943,3618.10878067845,49430229.4945376,39.08,0.67238,32.508,0.08,0.020188197857474,0.000129127998765,41793.2152087962,10044.5200447767,1835.66449007288,4037.56701287398,5496.85230024219,4292.80023625267,0,0,0,0,0,0,127350.706379801,13678.455085579,2802.82875024585,9908.89090691184,16178.9794946491,6776.4137994904,15.2634041843129,24.00881121623,1.02209062659924,3.03193837761177,0.658437650362751,6.50983849950631,Revision_7,58402.4359912416,8739.42623021007,2091.75059532873,4598.9526942371,6499.45069470873,4567.32877167027,0,0,0,0,0,0,11328.2895338063,2398.05390874721,521.789077660863,1007.27926333639,1230.29626057127,1168.78283737007,0,0,0,0,0,0,86323.8930118767,70906.9776542924,199182.405058838,261646.113914628,153740.881122537
946,5,946_5,Tannsele,Nxtra,thin,no_P,D,A,thinning+N,Lappland,64.508701731,18.7703413208,27,34,73,2015,0,70,2353.86081826161,60.1662033646346,39.1226417262219,4503.25279208457,53938148.9060864,43.64,0.87034,34.05,0.086666666666667,0.033428113388454,0,39751.7225470186,9667.45816606782,1744.12307589152,3866.99569340364,5287.55905755125,4093.45393933283,0,0,0,0,0,0,114173.257840303,13675.836559621,2370.5125066043,9901.43731271944,16157.4287706351,6038.55693189439,17.2402145369058,29.0012453023032,1.07348099462112,3.52239491437223,0.904735699886822,7.48160003427505,Revision_7,87749.7077443716,13528.6943256246,2874.78975057991,7344.84804602656,10968.019370042,6527.71360389988,52.3592937167673,28.9094326739259,3.49581562477376,1.05538818469928,2.90780627709054,10.3006528173665,11992.0933158077,2576.95677002005,556.013849540479,1072.76897010044,1301.5532896316,1250.15151323116,52.3592937167673,28.9094326739259,3.49581562477376,1.05538818469928,2.90780627709054,10.3006528173665,84499.7294373055,68050.050099508,193262.173792368,291469.054823099,140121.044219248
947,1,947_1,Tannsele,no_N,no_thin,no_P,F,A,not_thinned,Lappland,64.5084916817,18.7687352178,26,36,73,2015,0,0,2452.57307652057,48.624778194284,50.438750933138,4524.4554768025,59183713.2365002,41.44,0.70997,35.81,0.08,0.017073579319492,1.43598590225732E-05,57437.4130857457,14860.8386064988,2474.28752879896,5827.63641848203,8255.1438340337,5930.94955302095,0,0,0,0,0,0,156503.432983393,17589.7916281659,4077.84229457382,11703.473248282,18736.8160262063,9246.25767309642,7.76116375059881,15.8048282748901,0.572892602323273,1.87647943755555,0.223506735381167,4.12633535306217,Revision_6,33789.3804040148,3554.41394980671,1019.95763853329,2313.92776966911,3443.98514755994,2134.09809163491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94786.2690265801,94786.2690265801,235022.121406479,264143.74206109,189874.540154415
947,2,947_2,Tannsele,Nxtra,thin,no_P,D,A,thinning+N,Lappland,64.5084916817,18.7687352178,28,36,73,2015,0,70,2774.64171253827,67.2905463791559,41.2337521663778,5180.3108299182,52991629.3456507,52.36,0.9232,38.067,0.09,0.08712494436057,0.013838075981895,41211.4171662013,11088.0033111242,1790.25785246142,4258.65738273687,6032.60510948616,4334.15544259223,0,0,0,0,0,0,123266.099587292,15031.7696033284,2526.68603364386,10907.1854143826,17771.5487867791,6500.93084684991,0,0,0,0,0,0,Revision_6,71384.8203113438,12135.5484498246,2475.04437766313,6218.23932126678,9175.75282815073,5660.08827809106,66.5246383005336,19.5032131702323,6.47095764864243,0.437713945806967,1.62007339817963,9.71614829074723,10815.8259321203,2287.4903874265,517.19030844721,953.607418069915,1079.27382861445,1155.8687731877,66.5246383005336,19.5032131702323,6.47095764864243,0.437713945806967,1.62007339817963,9.71614829074723,86774.7782821194,71915.6202201089,203571.005482269,283157.98658337,151731.740638647
